0.000000,0.000000,1.064814,-0.063415,-0.020358,0.558911,0.826548,0.020325,0.243307,-0.353882,-0.788278,0.327214,0.000000,0.623983,-0.131808,0.111943,1.010001,-0.172215,0.000000,-0.008717,-0.242600,-0.252540,0.915876,0.157336,0.536185,-3.141561,-0.109206,-1.266251,0.019124,-0.184719,-0.071196
0.001266,0.036394,1.068015,-0.075259,0.035617,0.541137,0.836802,-0.258551,0.233315,-0.290271,-0.985283,0.236184,0.000000,0.732987,-0.190668,0.143949,0.991090,-0.229975,0.000000,0.023115,-0.203917,-0.085394,0.870229,-0.024279,0.368499,-3.141590,-0.134501,-1.448822,0.177563,-0.264099,0.002738
0.008565,0.070809,1.062949,-0.059968,0.053097,0.525040,0.847300,-0.502824,0.268479,-0.226810,-1.217529,0.134759,0.000000,0.805472,-0.242266,0.135181,1.060864,-0.200858,0.000000,0.048101,-0.124661,0.077116,0.704100,-0.167781,0.075132,-3.141590,-0.146242,-1.507971,0.221500,-0.302183,-0.004242
0.019305,0.105387,1.066239,-0.048004,0.079138,0.520310,0.848946,-0.790876,0.310721,-0.162659,-1.397756,0.127977,0.000000,0.888646,-0.284196,0.106213,1.123855,-0.162546,0.000000,0.053638,-0.040593,0.136536,0.533365,-0.215208,-0.280622,-3.141590,-0.135707,-1.490832,0.222425,-0.317377,-0.030889
0.032052,0.133497,1.069113,-0.040997,0.113180,0.523166,0.843687,-1.072021,0.322396,-0.099601,-1.423414,0.199876,0.000000,0.979725,-0.311611,0.091554,1.189290,-0.190703,0.000000,0.031716,0.039247,0.095069,0.396709,-0.168197,-0.473830,-3.141590,-0.098334,-1.394097,0.176827,-0.275669,-0.091305
0.042706,0.157087,1.058333,-0.037034,0.139298,0.533452,0.833459,-1.309751,0.311340,-0.055984,-1.325928,0.235656,0.000000,1.050849,-0.333308,0.105371,1.279215,-0.263521,0.000000,-0.017365,0.113305,0.020869,0.288991,-0.039164,-0.613846,-3.141590,-0.003168,-1.216780,0.055431,-0.168732,-0.083313
0.047758,0.181476,1.027826,-0.043778,0.157424,0.550074,0.818975,-1.469805,0.289599,-0.044824,-1.146999,0.211020,0.000000,1.097047,-0.340523,0.128717,1.389687,-0.372016,0.000000,-0.072029,0.167622,-0.060577,0.200832,0.066732,-0.680232,-3.141590,0.159988,-1.006620,-0.129806,0.061503,-0.083899
0.050555,0.213868,0.986624,-0.060296,0.164820,0.569036,0.803366,-1.568862,0.257220,-0.033539,-1.006603,0.134895,0.000000,1.123386,-0.339155,0.118706,1.525346,-0.491508,0.000000,-0.120488,0.204314,-0.119893,0.122069,0.136870,-0.742846,-3.141590,0.366841,-0.755871,-0.362116,0.406501,-0.045781
0.053514,0.250444,0.945190,-0.075176,0.167254,0.588168,0.787675,-1.638836,0.216866,-0.026454,-0.961296,0.102240,0.000000,1.104307,-0.310969,0.076632,1.666772,-0.612411,0.000000,-0.163201,0.223628,-0.187002,0.060919,0.173066,-0.812400,-3.141590,0.553563,-0.484166,-0.579637,0.852769,0.020624
0.059877,0.288096,0.911806,-0.087994,0.175640,0.597039,0.777787,-1.729586,0.169035,0.019255,-1.107011,0.135884,0.000000,1.051459,-0.291851,0.016103,1.769361,-0.641152,0.000000,-0.233177,0.263643,-0.247033,0.027889,0.095689,-0.850470,-3.141590,0.637824,-0.251141,-0.644416,1.112009,0.109239
0.063598,0.321438,0.891001,-0.102746,0.183821,0.597934,0.773388,-1.783178,0.132513,0.063060,-1.268568,0.221527,0.000000,0.997027,-0.264246,-0.012965,1.795830,-0.621552,0.000000,-0.314805,0.326593,-0.265179,0.058957,-0.009960,-0.838501,-3.141590,0.667845,-0.105964,-0.646548,1.195705,0.153559
0.060036,0.347934,0.885682,-0.117625,0.190373,0.604781,0.764305,-1.805066,0.094068,0.090586,-1.348522,0.274108,0.000000,0.933935,-0.224023,-0.016743,1.736622,-0.559879,0.000000,-0.388814,0.379653,-0.257827,0.131095,-0.124293,-0.775524,-3.141590,0.682402,-0.037463,-0.607028,1.218124,0.228269
0.051865,0.369396,0.904362,-0.137660,0.187531,0.618856,0.750266,-1.765172,0.072646,0.104473,-1.329751,0.282340,0.000000,0.884056,-0.168057,-0.003873,1.624260,-0.457894,0.000000,-0.452206,0.407955,-0.229238,0.225685,-0.226651,-0.618008,-3.141590,0.694075,-0.037445,-0.566083,1.195482,0.298113
0.041669,0.385516,0.947277,-0.157016,0.183581,0.640409,0.729055,-1.676930,0.068496,0.095109,-1.205011,0.230837,0.000000,0.876248,-0.115645,0.022516,1.508488,-0.339774,0.000000,-0.476835,0.402633,-0.191193,0.344681,-0.271724,-0.490310,-3.141590,0.682510,-0.092485,-0.539753,1.169873,0.312442
0.031980,0.398867,1.001472,-0.169089,0.180205,0.665836,0.703987,-1.573317,0.077144,0.077147,-1.025913,0.112363,0.000000,0.903783,-0.077362,0.047674,1.409430,-0.252049,0.000000,-0.461038,0.374233,-0.153004,0.468869,-0.302655,-0.414738,-3.141590,0.611306,-0.167904,-0.497876,1.130111,0.317516
0.023290,0.410479,1.057863,-0.177714,0.174701,0.697341,0.672021,-1.473626,0.093981,0.044782,-0.905021,0.015512,0.000000,0.954754,-0.080108,0.079812,1.329453,-0.206104,0.000000,-0.428420,0.329911,-0.124692,0.604251,-0.319893,-0.411424,-3.141590,0.523213,-0.269597,-0.439023,1.103961,0.326746
0.013539,0.419556,1.101101,-0.182191,0.166295,0.731486,0.635673,-1.397944,0.117580,-0.000574,-0.863271,-0.034160,0.000000,0.999192,-0.081601,0.077932,1.254280,-0.185271,0.000000,-0.390277,0.266649,-0.111469,0.731634,-0.298736,-0.416574,-3.141590,0.428845,-0.370063,-0.392190,1.101572,0.337451
0.001793,0.431037,1.122138,-0.186195,0.157283,0.762367,0.599491,-1.320523,0.146848,-0.015158,-0.960875,-0.023461,0.000000,1.057761,-0.093052,0.046054,1.195238,-0.175866,0.000000,-0.357376,0.206855,-0.116900,0.872815,-0.277444,-0.450653,-3.141590,0.326108,-0.482784,-0.339265,1.098757,0.342750
-0.010205,0.437498,1.116235,-0.185269,0.141120,0.785578,0.573260,-1.234067,0.188479,0.006671,-1.083977,0.039961,0.000000,1.105424,-0.109503,-0.007193,1.148640,-0.184458,0.000000,-0.316439,0.150666,-0.135993,1.001193,-0.242205,-0.497497,-3.141590,0.221596,-0.586789,-0.290844,1.089843,0.340348
-0.019568,0.441366,1.098140,-0.180603,0.118142,0.806315,0.550710,-1.163292,0.244011,0.022578,-1.179528,0.172872,0.000000,1.144616,-0.135238,-0.047290,1.154722,-0.217458,0.000000,-0.278772,0.095301,-0.171769,1.099698,-0.202634,-0.509626,-3.141590,0.126568,-0.675705,-0.230980,1.086525,0.339560
-0.027039,0.446033,1.077335,-0.172409,0.105161,0.822718,0.531368,-1.107836,0.286513,0.019149,-1.233055,0.324346,0.000000,1.178548,-0.175524,-0.050387,1.226807,-0.239964,0.000000,-0.246566,0.058232,-0.218587,1.130786,-0.145413,-0.489061,-3.141590,0.045363,-0.749387,-0.168404,1.072657,0.338271
-0.034967,0.452482,1.065730,-0.168290,0.098053,0.837074,0.511245,-1.089732,0.319937,0.006497,-1.273484,0.420228,0.000000,1.242314,-0.216788,-0.064532,1.307259,-0.221534,0.000000,-0.217935,0.026116,-0.276233,1.068331,-0.061234,-0.424513,-3.141590,-0.033951,-0.788737,-0.111141,1.061432,0.353234
-0.043312,0.460123,1.065258,-0.175490,0.104414,0.846235,0.492126,-1.101922,0.337460,-0.006750,-1.287903,0.447631,0.000000,1.341482,-0.247790,-0.094007,1.368926,-0.157555,0.000000,-0.178733,0.015790,-0.325785,0.930656,0.033890,-0.330979,-3.141590,-0.103629,-0.795223,-0.039563,1.023107,0.368666
-0.053160,0.466514,1.072037,-0.187268,0.117559,0.850607,0.477051,-1.117809,0.358378,-0.033577,-1.283993,0.424586,0.000000,1.457152,-0.267520,-0.124756,1.365640,-0.094678,0.000000,-0.121805,0.003067,-0.317006,0.742704,0.108346,-0.244578,-3.141590,-0.136740,-0.755979,0.018604,0.956212,0.368178
-0.061349,0.472076,1.076896,-0.201670,0.129951,0.846090,0.475997,-1.123804,0.362882,-0.066617,-1.258016,0.385274,0.000000,1.559062,-0.276805,-0.134170,1.254049,-0.024691,0.000000,-0.047472,-0.014848,-0.274415,0.493930,0.133443,-0.192074,-3.141590,-0.112471,-0.684741,0.038499,0.861013,0.326628
-0.070138,0.477037,1.066242,-0.204727,0.146480,0.839477,0.481568,-1.106339,0.346762,-0.117680,-1.205452,0.321589,0.000000,1.600598,-0.287988,-0.132089,1.034665,0.108077,0.000000,0.035535,-0.039344,-0.213815,0.213881,0.158755,-0.266864,-3.141590,-0.026649,-0.594402,-0.017710,0.774560,0.288429
-0.080773,0.489037,1.033698,-0.196990,0.158831,0.825279,0.504859,-1.029412,0.301118,-0.124480,-1.199429,0.345459,0.000000,1.618588,-0.264482,-0.115460,0.901786,0.178201,0.000000,0.106287,-0.070603,-0.183890,-0.001149,0.196034,-0.478856,-3.141590,0.073691,-0.508476,-0.121009,0.708755,0.290265
-0.099863,0.509905,0.984338,-0.177850,0.145535,0.816055,0.530323,-0.919265,0.272181,-0.078934,-1.335262,0.438949,0.000000,1.663669,-0.222024,-0.123740,1.043782,0.107772,0.000000,0.188567,-0.125930,-0.198436,-0.102615,0.252845,-0.655081,-3.141590,0.175574,-0.475240,-0.212765,0.743163,0.316860
-0.120372,0.529942,0.930777,-0.176675,0.135781,0.813940,0.536518,-0.852907,0.229164,-0.028111,-1.487049,0.576992,0.000000,1.747637,-0.200198,-0.168091,1.269222,-0.024123,0.000000,0.281382,-0.205346,-0.247534,-0.165494,0.269688,-0.805652,-3.141590,0.256489,-0.473029,-0.237516,0.810578,0.400130
-0.138384,0.547881,0.891857,-0.182180,0.129472,0.807698,0.545592,-0.818626,0.206256,0.001894,-1.598809,0.659574,0.000000,1.808010,-0.172382,-0.199628,1.411517,-0.121960,0.000000,0.352664,-0.276715,-0.284167,-0.165336,0.259419,-0.885099,-3.141590,0.293014,-0.518798,-0.188648,0.773287,0.482462
-0.151971,0.563582,0.876281,-0.186351,0.127203,0.800814,0.554788,-0.793376,0.195856,0.006827,-1.632940,0.697472,0.000000,1.831227,-0.156639,-0.212543,1.483574,-0.194090,0.000000,0.414436,-0.347842,-0.306487,-0.100912,0.225062,-0.931665,-3.141590,0.292610,-0.613087,-0.098093,0.551700,0.516143
-0.161897,0.577221,0.887485,-0.190155,0.131431,0.794160,0.562030,-0.762166,0.183341,0.001167,-1.579901,0.697799,0.000000,1.814031,-0.145852,-0.217497,1.479701,-0.227346,0.000000,0.459394,-0.404625,-0.315396,-0.010656,0.193690,-0.957319,-3.141590,0.250670,-0.707828,-0.001685,0.273605,0.481220
